Shloka Number,Text
1199,"संक्रान्तमहीरजोधूसराणि संप्रति तय प्रणामेषु भ्रुकुटिर्मलिनीकरणभीतेव
रिपुललाटानि नारोहति"
1200,"गुरुतरमत्तवारण स्कन्ध समारोहण-
विरलितेनेव ऊरुयुगेन विराजते स्वभावविकटं गतं तव"
1201,"गृह्यते अगुणिभिर्गुणीव येन गुणगौरवेण व आत्मा तेनैव त्वमपि मन्यसे
आत्मानमनर्जितगुणमिव"
1202,"यदैव त्वं चरणावनतानामुपरि करं प्रसारयसि लक्ष्मीर्भुजस्थिता
बस्तदैव तेषु संक्रामति"
1203,"अकृतोपचारतनुका अभनप्रसरेषु तव
दृश्यन्ते संक्रान्ता इवालकेषु केशहस्ता रिपुप्रियाणाम्"
1204,"इति
तदा भावागतप्रत्यक्षाय माणनरपतिगुणानाम् विपरोक्षेऽपि जाताः कवीनां
संबोधनालापाः"
1205,"अपि च | अथ शुद्धे च निघर्षोत्थकाना-
भरणरजःपिशङ्गे | जाते सुवर्णमय इव तस्मिन् जनशंसिते दिवसे"
1206,"संकंतासेस-सरस्सइतणेणं व साहिरे तम्मि |
जाओ खणेण मूअलिओ व्ब कोऊहला लोओ"
1207,"वीसंभमगंतूर्ण व विसम् महिला-सहाव-दोसेण |
बाहिंचिअ बेरि-सिरीओ जेण पणईण दिण्णाओ"
1208,"जस्स विअयाहिसेए विवक्रख देवीहिं णव-णिओआहिं |
पीआई तक्वणूष्पिअ चमरंतरिआई अंसूहिं"
